casenum,cohort,female,minority,ab39m,ab39t,ab39u,ab39w,ab39x,ga33a,ga33h,ga33i,ga33k,ga33l,math_g7,math_g10,math_g12,op_know,op_know2,siok,siok2
2677,2,1,0,1,1,0,1,0,0,1,0,0,0,42.69,58.04,9999,1,1,1,1
1944,2,1,0,1,1,1,1,1,1,1,1,1,1,73.65,83.71,93.02,1,1,0.78,0
3539,2,0,0,0,1,1,0,0,1,1,1,1,1,53.61,75.37,9999,1,1,1,1
4337,2,1,0,0,0,0,0,0,0,1,1,0,0,59.15,67.5,9999,0.67,0,0.33,0
5890,2,0,0,1,1,1,1,1,1,1,0,1,0,64.81,71.56,81.63,1,1,1,1
3776,2,0,0,1,1,1,1,1,9999,1,1,1,1,66.83,84.31,89.21,0.67,0,0.78,0
2598,2,0,0,1,1,1,0,1,1,1,1,1,1,71.56,80.8,89.81,1,1,0.89,0
1431,2,0,0,1,1,1,1,0,1,1,1,0,0,74.01,85.1,90.83,0.67,0,0.78,0
6109,2,0,0,1,0,1,0,0,0,0,1,0,0,71.19,77.58,9999,1,1,0.89,0
5448,2,1,1,1,1,1,1,1,1,0,0,1,0,72.35,78.1,87.92,1,1,1,1
4734,2,1,0,0,1,1,0,1,9999,9999,9999,9999,9999,61.83,9999,9999,1,1,1,1
1995,2,1,0,1,1,1,0,1,9999,9999,9999,9999,9999,71.79,9999,9999,9999,9999,9999,9999
2014,2,1,0,1,0,0,0,0,0,1,1,0,1,67.21,81.43,9999,0.5,0,0.88,0
6360,2,1,0,1,0,0,0,0,1,0,0,0,0,67.82,80.38,85.2,0.67,0,0.22,0
4365,2,1,0,1,1,1,0,1,1,1,1,1,1,74.19,88.48,9999,1,1,1,1
4163,2,1,0,1,1,1,1,1,1,1,1,0,0,69.51,78.66,82.25,0.67,0,0.89,0
6660,2,1,0,1,0,0,1,1,0,0,1,1,0,63.45,77.6,87.53,0.67,0,0.56,0
2540,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,60.66,9999,9999,9999,9999,9999,9999
5538,2,1,0,1,1,1,1,1,0,1,1,0,0,62.29,73.62,79.59,1,1,0.89,0
6432,2,1,1,1,0,0,0,0,1,1,1,9999,1,64.54,71.86,9999,1,1,1,1
4346,2,1,0,1,0,0,0,0,0,0,0,9999,0,49.85,71.58,74.76,0.5,0,0.62,0
5263,2,0,0,1,0,1,0,0,0,0,0,0,0,56.33,77.74,82.8,1,1,1,1
3470,2,0,0,1,1,1,1,0,0,0,0,0,0,53.34,69.3,71.93,0.67,0,0.78,0
2053,2,0,0,0,0,9999,0,0,1,1,1,1,1,42.65,59.7,9999,9999,9999,9999,9999
4824,2,0,0,1,1,1,1,1,1,1,1,1,1,53.18,70.94,85.52,1,1,0.89,0
5670,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,61.01,9999,9999,9999,9999,9999,9999
1705,2,0,1,1,0,0,0,1,9999,9999,9999,9999,9999,37.21,9999,9999,9999,9999,9999,9999
4051,2,0,0,1,1,1,1,1,1,1,1,1,1,64.99,73.96,9999,1,1,1,1
5888,2,1,0,1,1,0,1,1,1,1,1,1,1,62.91,70.71,74.42,1,1,1,1
5022,2,1,1,1,1,1,0,0,0,0,0,0,0,55.86,9999,9999,1,1,1,1
3250,2,1,0,1,1,1,1,1,1,1,1,1,1,61.65,69.27,72.01,1,1,1,1
2412,2,1,0,1,9999,1,1,1,1,0,0,0,0,61.55,78.93,9999,1,1,1,1
2106,2,1,0,1,1,1,9999,1,1,1,1,1,1,51.41,62.17,9999,1,1,1,1
1820,2,0,0,1,0,0,0,0,1,0,0,0,0,57.96,59.2,68.57,1,1,0.78,0
3730,2,0,0,1,1,0,1,1,0,0,0,0,0,58.33,74.42,79.91,1,1,0.89,0
3044,2,1,0,1,1,1,1,1,1,0,0,0,0,57.77,57.85,61.64,1,1,0.67,0
2977,2,1,0,1,1,1,1,1,1,1,1,1,1,51.54,9999,9999,1,1,1,1
4949,2,1,0,0,0,1,9999,0,1,0,1,0,0,54.42,9999,63.26,0.5,0,0.75,0
1916,2,0,0,1,1,1,1,1,0,0,0,0,0,53.57,9999,9999,1,1,1,1
6807,2,0,0,1,1,1,1,1,1,1,1,1,1,55.85,67.67,9999,1,1,1,1
1404,2,0,9999,1,1,9999,0,9999,9999,9999,9999,9999,9999,38.57,9999,9999,1,1,1,1
1864,2,1,0,0,0,1,1,1,1,0,1,0,1,40.16,9999,57.77,0.67,0,0.89,0
1436,2,1,0,1,1,1,1,1,1,0,1,1,0,46.52,9999,9999,1,1,1,1
5857,2,1,0,1,0,0,0,0,1,1,1,1,1,49.19,9999,9999,1,1,1,1
3885,2,1,1,1,0,0,0,0,1,0,1,0,1,40.99,54.86,9999,9999,9999,9999,9999
5886,2,1,0,1,0,0,0,0,1,1,1,1,1,42.41,42.83,9999,0,0,0,0
1526,2,0,0,1,0,1,0,1,0,0,0,0,0,49.57,51,62.96,0.67,0,0.89,0
6905,2,0,1,1,0,0,0,0,9999,9999,9999,9999,9999,50.46,9999,47.85,0.33,0,0.22,0
3018,2,0,0,1,1,1,1,1,1,1,0,1,1,59.11,74.87,74.06,1,1,1,1
6311,2,0,0,1,1,1,1,1,0,0,0,0,0,41.92,48.18,9999,9999,9999,9999,9999
2815,2,0,0,1,0,0,0,0,9999,9999,9999,9999,9999,47.46,9999,9999,9999,9999,9999,9999
3577,2,0,1,1,1,1,1,1,9999,9999,9999,9999,9999,47.8,9999,9999,9999,9999,9999,9999
5723,2,1,0,0,1,0,1,1,9999,9999,9999,9999,9999,33.83,9999,9999,9999,9999,9999,9999
3844,2,1,0,1,1,1,1,1,9999,9999,9999,9999,9999,54.66,9999,9999,9999,9999,9999,9999
1381,2,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,45.42,9999,9999,9999,9999,9999,9999
5618,2,0,0,1,1,1,0,1,1,1,1,0,1,81.21,95.26,9999,1,1,1,1
4900,2,0,0,1,0,1,0,1,1,1,1,0,1,73.17,86.75,9999,9999,9999,9999,9999
2573,2,1,0,1,1,0,0,1,1,1,1,1,1,56.4,73.27,9999,1,1,1,1
4030,2,1,0,1,1,1,0,0,1,0,1,0,0,70.89,82.28,9999,0.67,0,0.78,0
2732,2,1,0,0,0,1,0,0,9999,9999,9999,9999,9999,61.87,88.53,9999,9999,9999,9999,9999
6702,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,47.16,9999,9999,9999,9999,9999,9999
6756,2,0,0,1,1,1,1,9999,0,0,0,1,1,36.64,43.23,29.65,0.33,0,0.11,0
1823,2,0,0,1,0,1,0,1,1,1,1,1,1,50.92,70.44,9999,1,1,1,1
1602,2,1,0,1,0,0,0,0,0,0,0,0,0,47.94,65.16,9999,9999,9999,9999,9999
6281,2,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,43.2,9999,9999,9999,9999,9999,9999
1629,2,1,1,0,0,0,0,0,9999,9999,9999,9999,9999,46.33,9999,9999,9999,9999,9999,9999
2453,2,1,0,1,0,0,0,0,9999,9999,9999,9999,9999,39.23,9999,9999,1,1,1,1
4431,2,1,1,0,1,1,1,1,1,1,1,1,1,42.81,71.44,78.64,0.33,0,0.56,0
2911,2,1,1,1,0,0,0,1,1,0,1,0,1,46.64,51.76,56.11,0.67,0,0.67,0
3743,2,1,0,0,1,1,1,0,0,1,1,1,1,9999,53.38,9999,1,1,1,1
4712,2,1,0,1,0,1,1,0,1,1,1,1,1,66.48,77.01,9999,9999,9999,9999,9999
1386,2,1,0,0,0,0,0,0,0,0,0,0,0,56.62,67.71,64.62,1,1,0.67,0
2207,2,0,0,1,0,1,0,0,9999,9999,9999,9999,9999,50.4,77.09,9999,9999,9999,9999,9999
5684,2,1,0,1,0,0,1,0,1,1,0,1,1,47.05,9999,9999,9999,9999,9999,9999
3843,2,0,0,0,0,0,0,0,0,0,0,0,0,56.55,9999,9999,0,0,0.22,0
5198,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,68.4,9999,9999,9999,9999,9999,9999
5397,2,1,0,1,1,1,1,0,1,0,1,1,0,58.42,75.02,77.1,1,1,1,1
2195,2,0,1,1,1,0,1,1,9999,9999,9999,9999,9999,36.37,9999,9999,9999,9999,9999,9999
4131,2,0,1,0,0,0,0,0,9999,9999,9999,9999,9999,37.09,9999,64.81,0.33,0,0.11,0
2671,2,0,1,0,0,0,0,1,0,9999,1,0,0,35.92,34.82,9999,9999,9999,9999,9999
6902,2,1,1,0,0,0,0,0,0,0,0,0,0,45.93,55.83,65,0.67,0,0.67,0
6862,2,0,0,0,0,1,0,0,0,0,0,1,0,61.07,75.9,81.12,0.33,0,0.67,0
6315,2,0,1,1,1,1,0,0,9999,9999,9999,9999,9999,33.01,9999,9999,9999,9999,9999,9999
5163,2,1,0,1,1,1,1,1,9999,9999,9999,9999,9999,34.93,9999,9999,9999,9999,9999,9999
6891,2,0,0,1,1,1,1,1,1,1,1,1,1,54.36,9999,9999,1,1,1,1
3768,2,0,0,1,0,1,1,1,0,1,1,0,0,46.89,56.59,45.75,0.67,0,0.78,0
6873,2,0,0,0,0,0,0,0,1,0,0,1,1,54.64,69.06,69.13,0.5,0,0.88,0
2793,2,1,1,1,0,1,0,1,1,1,1,1,1,44.95,41.76,52.25,1,1,0.89,0
2806,2,0,1,0,0,1,0,0,9999,9999,9999,9999,9999,52.79,9999,67.62,0.67,0,0.89,0
1933,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,44.31,9999,9999,1,1,1,1
6124,2,0,0,1,0,1,1,1,1,0,0,0,1,58.03,9999,9999,1,1,1,1
6295,2,0,1,1,0,0,0,0,9999,9999,9999,9999,9999,34.81,9999,9999,0.5,0,0.75,0
2127,2,1,0,1,0,0,9999,0,9999,9999,9999,9999,9999,51.52,9999,9999,1,1,1,1
5288,2,0,1,1,1,1,1,1,9999,9999,9999,9999,9999,58.29,9999,9999,0.5,0,0.88,0
6643,2,1,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1044,2,0,0,0,1,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
6531,2,1,1,0,0,1,0,0,1,1,1,1,1,41.75,50.31,35.71,1,1,1,1
3165,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,35.73,47.62,9999,0,0,0,0
1006,2,0,1,1,1,0,0,0,9999,9999,9999,9999,9999,35.79,9999,9999,9999,9999,9999,9999
3341,2,0,0,1,1,1,0,1,1,0,0,0,1,52.43,9999,9999,0.33,0,0.56,0
5224,2,0,0,1,1,0,1,1,1,1,1,1,1,54.33,61.74,9999,9999,9999,9999,9999
5940,2,0,0,0,0,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
5176,2,1,0,1,1,1,0,1,1,1,1,1,1,42.97,63.37,9999,9999,9999,9999,9999
2179,2,0,1,1,0,1,1,0,9999,9999,9999,9999,9999,33.37,30.82,9999,9999,9999,9999,9999
5305,2,1,1,0,0,1,0,0,1,1,0,0,1,41.57,42.5,9999,9999,9999,9999,9999
6680,2,1,1,1,0,0,0,0,9999,9999,9999,9999,9999,50.31,9999,73.48,0,0,0.62,0
6892,2,0,0,1,0,1,1,1,1,0,0,0,0,64.32,9999,59.2,1,1,1,1
6545,2,1,0,1,0,0,0,0,1,1,1,0,1,53.2,56.1,57.68,0.5,0,0.88,0
3051,2,1,1,1,0,1,0,0,9999,9999,9999,9999,9999,47.44,9999,65.04,1,1,0.56,0
2224,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,48.1,9999,9999,9999,9999,9999,9999
5488,2,1,0,0,0,0,0,0,1,0,0,0,0,9999,36.42,9999,9999,9999,9999,9999
6740,2,1,1,0,1,1,1,1,0,1,0,0,1,41.76,41.17,9999,9999,9999,9999,9999
2388,2,0,1,1,0,0,1,1,0,0,1,0,1,47.38,58,58.1,0.5,0,0.88,0
6304,2,1,1,0,0,0,0,0,0,0,0,0,0,41.12,56.63,9999,1,1,1,1
6081,2,0,0,0,0,0,0,0,1,1,1,1,1,53.45,9999,9999,1,1,1,1
3907,2,1,0,1,1,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
4120,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,53.81,70.62,9999,0.33,0,0.78,0
4439,2,1,1,0,0,0,0,0,1,1,1,1,1,46.49,60.63,70.58,1,1,1,1
3762,2,0,1,1,0,1,0,0,9999,9999,9999,9999,9999,41.14,9999,9999,9999,9999,9999,9999
2763,2,0,0,1,1,1,1,0,1,1,1,1,1,56.97,73.01,78.62,0.67,0,0.78,0
5542,2,1,1,0,0,0,0,0,1,0,0,0,0,48.41,62.99,68.26,0.33,0,0.11,0
2879,2,1,0,1,1,1,1,1,1,1,1,1,1,61.64,66.73,9999,1,1,1,1
4651,2,1,0,0,0,1,0,0,1,0,0,0,0,67.24,9999,9999,1,1,1,1
1756,2,0,0,0,0,1,1,0,9999,9999,9999,9999,9999,47.1,9999,9999,9999,9999,9999,9999
2023,2,1,1,0,1,0,1,1,1,1,0,1,1,51.07,60.91,67.17,1,1,0.78,0
6578,2,0,0,1,1,1,1,1,1,0,1,0,0,66.47,74.84,9999,1,1,1,1
2723,2,1,0,1,0,1,0,0,0,0,0,0,0,44.32,55.49,9999,9999,9999,9999,9999
1520,2,1,0,1,1,1,1,1,1,1,1,1,1,59.51,9999,9999,1,1,1,1
1987,2,0,0,0,1,1,1,1,1,0,0,0,0,38.26,36.03,9999,9999,9999,9999,9999
2232,2,1,0,1,0,0,1,1,1,1,0,1,1,40.53,9999,9999,1,1,1,1
6073,2,1,0,1,0,0,0,1,9999,9999,9999,9999,9999,48.37,9999,9999,1,1,1,1
4770,2,0,0,1,1,1,1,1,0,0,0,0,0,51.85,9999,9999,1,1,0.14,0
3839,2,1,1,1,0,1,0,0,0,0,1,0,0,63.07,75.27,9999,0.67,0,0.67,0
3420,2,1,0,1,1,1,0,0,0,0,0,0,0,46.09,55.39,9999,0.33,0,0.56,0
4798,2,1,0,0,1,0,0,0,9999,9999,9999,9999,9999,55.8,9999,65,0.33,0,0.56,0
1586,2,0,0,0,0,0,0,0,0,0,0,0,0,9999,42.9,9999,0,0,0,0
6585,2,1,0,1,0,1,0,0,1,1,1,1,0,39.62,37.4,9999,9999,9999,9999,9999
6927,2,0,1,1,1,1,1,1,1,1,1,1,1,59.88,69.23,9999,1,1,1,1
4631,2,1,0,1,1,1,0,0,1,0,1,0,0,47.43,56.81,9999,0,0,0,0
4379,2,1,0,1,0,0,0,1,0,0,0,0,0,55.81,62.27,9999,1,1,1,1
5817,2,0,1,1,1,0,0,0,9999,9999,9999,9999,9999,38.13,39.53,9999,9999,9999,9999,9999
5640,2,1,0,1,1,0,0,1,0,1,0,0,0,43.19,9999,9999,1,1,0.78,0
5363,2,1,0,9999,9999,9999,9999,9999,0,0,0,0,0,54.92,9999,9999,1,1,0.71,0
5148,2,1,0,1,1,1,1,1,0,1,0,0,0,9999,40.32,9999,0,0,0,0
4027,2,0,0,1,1,1,1,1,0,0,0,0,0,55.46,9999,9999,0,0,0.75,0
5404,2,0,1,1,1,1,1,1,0,0,1,0,0,46.63,9999,9999,0.67,0,0.22,0
1488,2,1,0,0,0,1,1,1,0,1,1,1,1,34.02,32.38,9999,1,1,1,1
1901,2,0,1,1,0,1,0,1,1,0,0,0,0,44.14,33.79,9999,9999,9999,9999,9999
4016,2,0,0,1,1,1,1,1,0,0,0,1,0,39.61,9999,49.03,0.33,0,0.78,0
5828,2,1,0,0,1,1,1,0,0,1,1,1,1,42.25,48.31,45.36,1,1,0.44,0
5920,2,1,1,1,1,1,1,1,1,1,1,1,1,47.48,9999,9999,9999,9999,9999,9999
2854,2,0,0,1,1,1,1,1,1,1,0,1,0,69.35,9999,9999,1,1,1,1
1217,2,0,1,1,1,1,1,1,9999,9999,9999,9999,9999,47.38,9999,9999,1,1,1,1
1060,2,1,1,1,0,0,0,0,0,0,0,0,1,62.46,9999,9999,1,1,1,1
3608,2,1,0,1,0,0,1,1,9999,9999,9999,9999,9999,46.47,9999,9999,0.33,0,0.78,0
3756,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,46.64,9999,9999,9999,9999,9999,9999
3950,2,0,0,1,0,0,0,0,9999,9999,9999,9999,9999,49.38,9999,9999,1,1,1,1
3412,2,1,0,1,1,1,0,1,1,1,1,1,1,70.79,79.06,87.89,0.67,0,0.89,0
4251,2,0,9999,1,0,0,1,1,1,0,0,0,0,52.53,73.3,9999,9999,9999,9999,9999
5173,2,1,0,0,0,0,0,0,0,1,1,1,1,41.21,39.33,43.4,0.33,0,0.44,0
2511,2,0,0,1,1,1,1,1,0,0,0,0,0,47.65,9999,9999,0,0,0.75,0
6876,2,0,9999,1,1,1,1,1,9999,9999,9999,9999,9999,61.7,9999,9999,9999,9999,9999,9999
5952,2,0,0,1,0,0,0,0,9999,9999,9999,9999,9999,65.32,9999,9999,9999,9999,9999,9999
5399,2,1,0,1,1,0,0,0,1,1,1,1,1,55.32,45.16,47.73,0.67,0,0.78,0
4983,2,0,1,1,1,1,1,1,1,1,1,1,1,38.04,41.12,9999,9999,9999,9999,9999
4684,2,0,1,0,1,9999,0,0,1,1,1,1,0,40.53,34.23,9999,9999,9999,9999,9999
3387,2,1,0,0,0,0,0,0,0,0,0,0,0,41.79,34.75,9999,0,0,0,0
5607,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,1
3275,2,0,1,1,1,9999,1,1,9999,9999,9999,9999,9999,47.4,9999,65.84,1,1,0.33,0
1889,2,0,1,0,0,0,1,0,9999,9999,9999,9999,9999,43.67,9999,9999,0.67,0,0.56,0
2341,2,1,0,1,0,1,1,0,1,0,0,0,0,60.08,63.33,9999,1,1,1,1
1717,2,1,0,0,0,0,0,0,1,1,1,1,1,61.7,9999,9999,1,1,1,1
3683,2,1,0,1,0,1,1,0,0,0,0,1,0,63.79,9999,9999,0.67,0,0.33,0
2825,2,1,0,1,0,1,0,1,1,1,1,1,1,49.48,68.81,71.88,0.67,0,0.78,0
3302,2,1,0,0,0,0,0,0,0,0,0,0,0,44.41,9999,76.55,1,1,0.29,0
6321,2,1,0,1,0,0,0,0,0,0,0,0,0,51.09,66.92,9999,0.33,0,0.44,0
6341,2,0,1,1,0,1,1,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
4723,2,0,0,1,1,1,1,1,1,1,1,1,1,9999,9999,61.12,0.67,0,0.89,0
3747,2,1,1,1,1,1,1,1,1,0,1,1,1,37.4,53.41,9999,1,1,0.67,0
5225,2,1,1,1,1,1,1,1,1,1,1,1,1,51.44,59.69,58.65,0.67,0,0.89,0
5649,2,1,1,1,1,1,1,1,0,1,1,0,0,37.36,51.28,9999,9999,9999,9999,9999
6361,2,1,0,1,0,0,0,0,0,0,0,0,0,61.85,64.72,65.1,0.33,0,0.22,0
4845,2,1,0,0,0,0,0,0,0,0,0,0,0,56.07,65.32,9999,1,1,1,1
2501,2,1,0,1,0,0,0,0,9999,9999,9999,9999,9999,31.32,9999,9999,9999,9999,9999,9999
5635,2,0,9999,1,1,1,0,1,9999,9999,9999,9999,9999,43.22,9999,9999,9999,9999,9999,9999
2438,2,1,0,0,0,0,0,0,9999,9999,9999,9999,9999,46.36,9999,9999,9999,9999,9999,9999
2034,2,0,1,1,0,1,0,0,9999,9999,9999,9999,9999,52.18,9999,9999,1,1,1,1
2522,2,0,0,1,0,1,1,0,0,0,0,0,0,48.57,60.06,9999,9999,9999,9999,9999
4908,2,0,1,1,0,1,0,0,9999,9999,9999,9999,9999,42.05,49.58,9999,9999,9999,9999,9999
5573,2,0,0,1,1,1,1,1,0,0,0,0,0,53.22,88.73,9999,1,1,1,1
4415,2,1,0,0,0,0,0,0,0,0,0,0,0,48.19,65.33,9999,1,1,1,1
1309,2,0,0,1,1,1,0,1,9999,9999,9999,9999,9999,41.9,9999,9999,9999,9999,9999,9999
2742,2,1,1,1,0,0,1,0,0,0,1,0,0,47.72,56.7,9999,9999,9999,9999,9999
5055,2,0,1,0,0,1,0,0,0,1,1,1,0,53.49,59.71,9999,9999,9999,9999,9999
3995,2,0,9999,1,1,1,1,1,0,0,0,0,0,63.59,69.92,9999,9999,9999,9999,9999
2182,2,0,0,1,0,1,0,0,1,0,1,0,0,69.48,9999,92.29,1,1,0.89,0
3186,2,1,0,0,0,0,1,0,9999,9999,9999,9999,9999,40.37,9999,62.27,0.33,0,0.56,0
6379,2,1,0,0,0,0,0,0,1,1,0,1,0,45.34,64.37,9999,1,1,0.33,0
4713,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,42.72,9999,9999,9999,9999,9999,9999
4551,2,0,1,1,1,1,1,1,0,1,1,0,0,68.85,86.88,9999,9999,9999,9999,9999
4959,2,1,1,0,1,1,1,1,0,1,0,0,0,48.14,9999,9999,0,0,0,0
1625,2,0,1,1,1,0,1,1,9999,9999,9999,9999,9999,42.29,9999,9999,1,1,1,1
2553,2,0,9999,1,0,1,1,1,9999,9999,9999,9999,9999,39.17,9999,9999,9999,9999,9999,9999
2151,2,0,9999,1,1,1,0,0,1,0,1,0,0,60.5,82.18,88.94,1,1,0.78,0
2709,2,0,0,0,0,1,1,1,9999,9999,9999,9999,9999,65.1,9999,9999,1,1,1,1
3161,2,0,0,1,0,0,0,0,1,0,0,1,0,64.64,82.4,96.5,1,1,1,1
6372,2,0,9999,0,1,0,1,0,9999,9999,9999,9999,9999,50.11,9999,9999,9999,9999,9999,9999
6793,2,0,0,1,1,1,0,0,9999,9999,9999,9999,9999,72.04,9999,9999,1,1,1,1
3646,2,1,0,0,0,0,1,0,9999,9999,9999,9999,9999,53.99,9999,64.75,1,1,1,1
5387,2,0,0,0,0,1,0,0,9999,9999,9999,9999,9999,48.78,9999,9999,9999,9999,9999,9999
4917,2,1,0,1,1,0,0,0,1,1,1,0,0,47.54,9999,64.98,1,1,1,1
3604,2,0,1,1,1,1,1,1,9999,9999,9999,9999,9999,43.1,9999,64.39,1,1,1,1
3618,2,1,0,0,1,0,0,0,9999,9999,9999,9999,9999,63.69,9999,75.02,1,1,1,1
6455,2,0,1,0,0,1,0,0,1,0,0,0,0,39.27,46.94,9999,9999,9999,9999,9999
1632,2,1,0,0,0,0,0,0,1,0,1,1,1,52.87,72.56,79.41,1,1,0.89,0
1898,2,0,0,0,0,0,0,0,1,1,1,0,1,53.19,64.51,72.14,1,1,0.89,0
3163,2,1,0,1,0,0,0,0,9999,9999,9999,9999,9999,46.44,9999,9999,9999,9999,9999,9999
4514,2,0,0,1,0,0,1,1,9999,9999,9999,9999,9999,49.34,9999,9999,9999,9999,9999,9999
4141,2,1,0,1,1,1,1,1,1,0,1,0,0,39.38,41.5,9999,9999,9999,9999,9999
6230,2,0,1,1,0,0,1,0,1,1,1,1,1,46.39,71.84,9999,1,1,1,1
5377,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,47.11,9999,9999,9999,9999,9999,9999
5379,2,1,1,1,1,0,0,0,0,0,0,0,0,53.41,65.11,66.69,1,1,0.89,0
1253,2,1,1,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
6849,2,1,1,1,0,1,0,0,9999,9999,9999,9999,9999,59.32,9999,9999,9999,9999,9999,9999
2452,2,0,1,1,1,1,1,1,9999,9999,9999,9999,9999,39.36,9999,65.4,0,0,0.75,0
1844,2,0,0,1,0,1,0,1,1,1,1,1,1,63.15,83.81,84.02,0.67,0,0.89,0
1657,2,0,1,1,0,1,1,1,9999,9999,9999,9999,9999,40.73,9999,41.35,0.33,0,0.56,0
1191,2,1,1,1,1,0,0,0,1,1,0,0,1,55.5,67.61,73.07,1,1,0.89,0
5052,2,1,1,1,1,1,1,1,0,1,1,1,0,53.91,68.47,9999,1,1,1,1
6616,2,1,1,0,1,1,0,0,9999,9999,9999,9999,9999,38.33,9999,9999,9999,9999,9999,9999
4088,2,0,1,0,1,1,0,1,9999,9999,9999,9999,9999,37.67,9999,9999,9999,9999,9999,9999
5048,2,1,1,0,0,1,0,0,1,1,1,1,1,43.92,61.63,9999,0.67,0,0.89,0
5800,2,0,0,1,1,1,1,1,1,1,1,1,0,48.26,70.37,9999,1,1,1,1
3792,2,1,1,0,0,0,0,0,1,1,9999,1,0,66.62,82.25,9999,1,1,1,1
5916,2,0,0,0,0,0,0,1,1,0,0,0,0,53.22,9999,9999,1,1,1,1
4422,2,1,9999,1,0,1,1,1,9999,9999,9999,9999,9999,53.22,9999,9999,1,1,0.43,0
6770,2,0,0,0,1,1,1,1,9999,9999,9999,9999,9999,49.09,9999,9999,9999,9999,9999,9999
3735,2,1,0,0,0,0,0,0,9999,9999,9999,9999,9999,46.9,9999,9999,0.33,0,0.78,0
2577,2,0,1,0,0,0,0,0,9999,9999,9999,9999,9999,41.84,9999,9999,9999,9999,9999,9999
1312,2,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,40.65,9999,9999,9999,9999,9999,9999
3456,2,1,1,0,0,0,0,1,9999,9999,9999,9999,9999,42.98,9999,9999,9999,9999,9999,9999
3706,2,0,0,1,0,0,0,0,1,0,1,1,1,44.16,59.17,78.49,0.67,0,0.78,0
4932,2,1,0,1,1,1,1,1,1,1,1,1,1,64.6,84.74,91.12,1,1,1,1
2489,2,1,1,0,0,0,0,0,9999,9999,9999,9999,9999,51.71,9999,9999,9999,9999,9999,9999
3234,2,0,1,0,0,0,0,0,9999,9999,9999,9999,9999,38.33,9999,9999,9999,9999,9999,9999
3390,2,0,1,0,1,1,1,0,9999,9999,9999,9999,9999,31.99,9999,9999,9999,9999,9999,9999
4122,2,0,1,1,0,1,1,1,1,1,1,1,0,38.96,48.96,63.06,1,1,0.78,0
2617,2,0,1,1,0,0,0,0,0,0,0,0,0,57.87,76.01,81.32,0.33,0,0.44,0
2016,2,1,1,0,1,0,1,1,0,0,0,0,0,44.47,63.55,9999,1,1,1,1
3550,2,1,1,1,0,0,0,0,9999,9999,9999,9999,9999,51.61,9999,9999,9999,9999,9999,9999
4624,2,1,0,0,0,1,0,0,9999,9999,9999,9999,9999,62,9999,9999,1,1,1,1
1821,2,1,0,1,1,1,1,1,1,0,0,0,0,50.02,64.76,71.72,0.33,0,0.25,0
5506,2,1,0,0,0,0,0,0,0,0,0,0,0,39.32,9999,9999,9999,9999,9999,9999
2494,2,1,1,0,0,0,0,0,1,0,1,0,0,38.02,51.9,9999,9999,9999,9999,9999
1918,2,0,0,1,0,0,0,0,0,0,0,0,0,38.49,9999,9999,9999,9999,9999,9999
6914,2,1,1,0,0,0,0,0,0,0,0,0,0,36.3,57.98,9999,1,1,1,1
1986,2,0,0,1,1,9999,1,1,0,0,1,0,0,51.78,9999,9999,1,1,1,1
2088,2,0,1,1,1,1,1,1,9999,9999,9999,9999,9999,31.41,9999,9999,1,1,1,1
2563,2,0,0,1,0,1,1,1,1,0,1,1,1,40.18,59.13,67.74,1,1,0.78,0
2137,2,0,0,1,0,1,0,1,0,1,1,0,0,34.38,9999,9999,9999,9999,9999,9999
4968,2,1,1,1,0,9999,0,0,0,0,0,0,0,44.08,49.64,9999,1,1,1,1
2017,2,1,0,1,1,1,0,1,9999,9999,9999,9999,9999,34.21,9999,9999,1,1,1,1
5528,2,0,0,0,0,0,0,1,9999,9999,9999,9999,9999,32.2,9999,9999,9999,9999,9999,9999
3016,2,1,0,1,0,1,1,1,1,0,0,0,1,37.25,51.3,9999,9999,9999,9999,9999
6806,2,1,0,1,1,1,1,0,1,0,0,0,0,42.98,9999,9999,1,1,1,1
4890,2,0,0,1,0,1,1,1,9999,9999,9999,9999,9999,33.33,9999,9999,9999,9999,9999,9999
