casenum,cohort,female,minority,ab39m,ab39t,ab39u,ab39w,ab39x,ga33a,ga33h,ga33i,ga33k,ga33l,math_g7,math_g10,math_g12,op_know,op_know2,siok,siok2
2810,2,0,0,1,0,0,1,1,1,1,1,1,1,56.95,68.19,77.97,1,1,0.89,0
3073,2,1,0,0,0,0,0,0,9999,9999,9999,9999,9999,54.21,9999,9999,9999,9999,9999,9999
3494,2,1,0,1,0,1,1,1,1,1,1,1,1,65.2,80.83,93.95,1,1,0.78,0
1612,2,0,0,0,1,1,1,1,0,0,0,0,0,52.16,9999,9999,0.33,0,0.11,0
3090,2,1,0,1,1,1,1,1,1,0,1,1,0,38.38,56.13,59.07,0.33,0,0.78,0
4159,2,0,1,1,1,1,1,1,1,0,1,0,0,50.21,73.02,71.72,1,1,0.78,0
5450,2,1,0,1,0,0,1,0,1,1,1,1,1,70.27,80.88,94.55,0.33,0,0.67,0
4644,2,1,9999,1,1,1,1,1,1,1,1,0,0,40.95,62.6,9999,9999,9999,9999,9999
2918,2,0,0,1,0,1,1,1,1,1,1,1,1,68.85,84.23,95.57,1,1,0.78,0
1190,2,0,0,1,0,0,1,1,1,0,0,1,1,71.01,90.01,96.39,1,1,0.89,0
2329,2,1,0,1,0,1,9999,0,1,1,1,0,1,43.87,58.35,74.88,1,1,0.89,0
1988,2,0,0,1,0,1,0,1,1,0,1,0,1,50.34,70.13,9999,1,1,0.89,0
3135,2,1,0,1,1,1,1,1,1,1,1,1,1,53.38,67.84,9999,0.33,0,0.38,0
5779,2,0,9999,0,0,0,1,1,9999,9999,9999,9999,9999,42.85,9999,9999,1,1,1,1
5109,2,1,0,1,1,1,1,1,0,1,1,1,0,54.4,64.15,9999,0.33,0,0.56,0
6031,2,0,0,1,1,1,0,0,1,0,1,1,1,34.04,52.71,9999,1,1,1,1
5785,2,1,0,1,0,0,0,1,1,1,1,1,1,60.57,72.76,94.55,0.67,0,0.89,0
5260,2,0,1,0,0,0,0,0,1,1,1,1,1,48.55,61.73,9999,1,1,1,1
5218,2,1,1,0,0,1,0,0,1,0,0,1,1,53.18,65.36,57.35,0.33,0,0.33,0
6577,2,0,1,1,9999,1,1,1,1,1,1,1,0,61.4,78.98,91.04,0.67,0,0.89,0
4397,2,0,0,1,1,1,0,0,1,1,1,1,1,53.27,76.25,92.95,1,1,0.78,0
5832,2,0,0,1,0,1,0,0,9999,9999,9999,9999,9999,52.43,9999,9999,0.67,0,0.89,0
2243,2,0,0,1,0,0,1,1,1,1,1,1,1,67.27,81.29,88.15,0.67,0,0.89,0
6436,2,1,1,0,1,1,9999,0,9999,9999,9999,9999,9999,37.21,9999,9999,9999,9999,9999,9999
4552,2,1,0,1,0,0,0,0,0,0,0,0,0,53.4,9999,9999,1,1,1,1
3350,2,0,9999,1,0,1,0,1,0,1,0,1,1,56.02,63.46,9999,9999,9999,9999,9999
4094,2,1,0,1,0,0,1,1,1,0,0,1,1,64.18,74.68,92.45,0.33,0,0.33,0
2049,2,1,0,0,1,0,1,0,9999,9999,9999,9999,9999,57.08,9999,9999,9999,9999,9999,9999
5891,2,1,0,1,0,0,0,0,0,0,0,0,0,53.1,64.15,68.86,0.67,0,0.22,0
4000,2,0,0,0,0,0,1,0,9999,9999,9999,9999,9999,58.46,9999,9999,9999,9999,9999,9999
3252,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,38.07,9999,9999,9999,9999,9999,9999
2878,2,0,0,1,0,0,1,1,1,1,1,1,1,54.36,65.42,9999,0.33,0,0.78,0
1041,2,0,9999,1,1,1,1,1,1,1,1,0,1,46.17,65.87,9999,1,1,1,1
3559,2,1,0,1,0,0,1,0,0,0,0,0,0,49.05,35.96,42.21,0.33,0,0.56,0
3497,2,0,9999,1,1,0,1,1,9999,9999,9999,9999,9999,51.8,59.23,9999,0.33,0,0.78,0
4884,2,0,0,1,1,1,1,1,1,1,1,1,1,53.72,69.84,9999,1,1,1,1
6154,2,0,9999,1,0,1,1,0,1,1,1,0,0,9999,62.38,9999,9999,9999,9999,9999
5926,2,1,9999,1,0,1,0,1,9999,9999,9999,9999,9999,61.83,9999,9999,9999,9999,9999,9999
3721,2,0,0,1,0,1,0,0,9999,9999,9999,9999,9999,49.42,9999,37.18,0.67,0,0.56,0
6006,2,1,0,0,0,0,0,0,0,1,0,1,9999,49.74,64.53,9999,0.33,0,0.78,0
4267,2,1,9999,1,0,1,0,0,9999,9999,9999,9999,9999,34.16,9999,9999,0,0,0,0
6184,2,1,0,1,1,1,1,1,1,0,0,0,0,36.92,52.42,9999,0.33,0,0.12,0
2953,2,0,9999,1,1,0,1,0,1,1,1,1,1,66.73,84.44,9999,0,0,0.33,0
1749,2,1,0,1,0,0,0,0,1,1,1,1,1,46.18,52.55,9999,9999,9999,9999,9999
3433,2,1,0,1,0,0,0,0,1,0,1,0,0,51.3,62.26,65.14,0.67,0,0.44,0
4063,2,1,0,0,0,0,0,0,0,0,0,0,0,63.05,81.74,87.44,0.33,0,0.22,0
2888,2,1,0,0,1,1,1,0,9999,9999,9999,9999,9999,49.19,9999,64.9,0.67,0,0.89,0
4507,2,0,0,1,1,1,0,1,1,1,1,1,1,56.61,69.16,9999,0.33,0,0.78,0
5808,2,1,1,0,1,1,1,1,9999,9999,9999,9999,9999,39.04,9999,9999,9999,9999,9999,9999
5574,2,0,0,1,1,1,0,0,0,0,1,0,0,42.97,36.94,9999,0,0,0,0
5038,2,1,0,1,1,1,1,1,0,0,0,1,1,62.11,63.7,66.03,0.33,0,0.78,0
1723,2,0,9999,1,0,1,0,1,9999,9999,9999,9999,9999,42.87,9999,9999,9999,9999,9999,9999
2268,2,1,1,0,0,0,0,0,9999,9999,9999,9999,9999,41.21,9999,9999,0,0,0,0
5735,2,1,0,0,0,0,0,0,1,0,0,0,0,61.63,53.69,9999,1,1,1,1
1054,2,1,0,1,0,1,0,0,1,0,0,0,0,59.71,64.9,66.62,0,0,0.44,0
3219,2,0,0,9999,9999,9999,9999,9999,1,1,1,1,1,62.16,72.94,87.27,1,1,1,1
3971,2,1,0,1,1,1,0,0,1,1,1,1,1,54.14,51.47,9999,9999,9999,9999,9999
2694,2,1,0,0,0,0,0,0,9999,9999,9999,9999,9999,52.82,9999,9999,0.33,0,0.78,0
3013,2,1,0,1,1,1,1,1,9999,9999,9999,9999,9999,52.53,9999,9999,0.67,0,0.78,0
5493,2,1,0,1,0,0,0,0,9999,9999,9999,9999,9999,44.72,9999,9999,1,1,1,1
2665,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,41.49,9999,9999,0.67,0,0.67,0
4167,2,0,0,1,1,1,0,1,9999,9999,9999,9999,9999,59.14,9999,9999,0.67,0,0.56,0
5047,2,0,0,0,1,1,1,1,9999,9999,9999,9999,9999,50.05,9999,9999,1,1,1,1
1867,2,1,1,0,0,1,0,0,9999,9999,9999,9999,9999,59.69,9999,9999,1,1,1,1
3482,2,1,0,0,0,1,0,1,9999,9999,9999,9999,9999,73.94,9999,9999,1,1,0.78,0
6015,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,51.32,9999,9999,0,0,0,0
6535,2,1,0,1,1,1,0,0,9999,9999,9999,9999,9999,67.4,9999,9999,0.67,0,0.44,0
6774,2,0,0,1,0,1,0,0,9999,9999,9999,9999,9999,64.22,9999,9999,1,1,1,1
3010,2,1,0,0,1,0,1,1,9999,9999,9999,9999,9999,45.23,9999,9999,9999,9999,9999,9999
6846,2,0,0,1,1,1,0,1,9999,9999,9999,9999,9999,62.96,9999,9999,1,1,1,1
2020,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,64.89,9999,9999,1,1,1,1
4043,2,0,0,1,0,0,0,1,9999,9999,9999,9999,9999,37.29,9999,78.21,1,1,1,1
2747,2,0,0,0,0,0,1,0,9999,9999,9999,9999,9999,47.63,9999,9999,9999,9999,9999,9999
1692,2,1,0,1,0,1,0,0,9999,9999,9999,9999,9999,66.64,9999,9999,1,1,1,1
5950,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,58.51,9999,9999,1,1,1,1
2176,2,1,1,1,0,1,0,1,9999,9999,9999,9999,9999,69.47,9999,9999,9999,9999,9999,9999
3342,2,0,0,1,1,1,1,0,9999,9999,9999,9999,9999,69.79,9999,9999,1,1,0.89,0
3562,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,71.01,9999,9999,1,1,1,1
6860,2,1,0,1,0,0,0,0,9999,9999,9999,9999,9999,64.01,9999,9999,0.67,0,0.78,0
2653,2,0,0,0,1,0,0,0,9999,9999,9999,9999,9999,45.05,9999,9999,0.33,0,0.44,0
4950,2,0,0,1,1,0,0,0,9999,9999,9999,9999,9999,47.46,9999,9999,9999,9999,9999,9999
2937,2,1,0,1,0,1,0,1,9999,9999,9999,9999,9999,65,9999,9999,9999,9999,9999,9999
6929,2,1,0,1,1,1,1,1,9999,9999,9999,9999,9999,84.19,9999,9999,1,1,1,1
3014,2,0,0,1,0,0,0,0,9999,9999,9999,9999,9999,60.1,9999,9999,1,1,1,1
1016,2,1,0,1,1,0,1,1,9999,9999,9999,9999,9999,61.64,9999,9999,0.67,0,0.67,0
6221,2,0,0,0,0,1,1,0,9999,9999,9999,9999,9999,56.93,9999,9999,0.67,0,0.67,0
6839,2,0,0,1,1,1,0,0,9999,9999,9999,9999,9999,42.56,9999,9999,1,1,1,1
4835,2,0,0,0,1,1,1,1,9999,9999,9999,9999,9999,51.95,9999,9999,0.33,0,0.44,0
1281,2,1,1,1,0,0,0,0,9999,9999,9999,9999,9999,46.74,9999,9999,1,1,1,1
4059,2,1,0,1,0,1,0,1,9999,9999,9999,9999,9999,71.72,9999,9999,1,1,0.78,0
4800,2,1,0,1,0,1,0,1,9999,9999,9999,9999,9999,60.09,9999,9999,0.33,0,0.78,0
3510,2,1,0,1,1,1,0,0,9999,9999,9999,9999,9999,69.99,9999,9999,0.67,0,0.78,0
5118,2,1,0,1,0,1,1,1,9999,9999,9999,9999,9999,59.78,9999,70.94,0.33,0,0.22,0
4953,2,1,0,1,1,1,1,1,9999,9999,9999,9999,9999,69.22,9999,9999,1,1,0.56,0
2741,2,1,0,1,1,1,1,1,9999,9999,9999,9999,9999,74.35,9999,9999,1,1,0.56,0
4175,2,0,0,1,1,9999,1,1,9999,9999,9999,9999,9999,64.98,9999,9999,9999,9999,9999,9999
3205,2,0,0,1,1,0,1,1,9999,9999,9999,9999,9999,74.32,9999,9999,0.67,0,0.67,0
6457,2,1,0,1,0,0,0,1,9999,9999,9999,9999,9999,57.16,9999,9999,0.67,0,0.89,0
4180,2,0,0,1,0,1,0,1,9999,9999,9999,9999,9999,53.33,9999,9999,1,1,0.89,0
2288,2,0,0,1,0,1,0,0,9999,9999,9999,9999,9999,62.94,9999,9999,1,1,1,1
5589,2,0,0,1,0,1,1,1,9999,9999,9999,9999,9999,60.21,9999,9999,0.33,0,0.78,0
5741,2,1,0,1,0,1,0,0,9999,9999,9999,9999,9999,61.81,9999,9999,1,1,0.78,0
5553,2,0,0,0,0,1,0,1,9999,9999,9999,9999,9999,59.93,9999,9999,0.67,0,0.89,0
4744,2,0,0,0,0,1,0,1,9999,9999,9999,9999,9999,63.42,9999,9999,1,1,1,1
2257,2,0,0,1,9999,1,0,0,9999,9999,9999,9999,9999,57.23,9999,9999,0.67,0,0.89,0
1089,2,1,0,0,0,0,1,0,9999,9999,9999,9999,9999,55.5,9999,9999,0.33,0,0.67,0
6239,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,78.41,9999,9999,1,1,0.89,0
2748,2,1,0,0,0,0,0,0,9999,9999,9999,9999,9999,48.82,9999,9999,9999,9999,9999,9999
5307,2,0,0,1,0,1,0,1,9999,9999,9999,9999,9999,78.12,9999,9999,0.67,0,0.78,0
6443,2,1,0,1,9999,0,1,1,9999,9999,9999,9999,9999,63.44,9999,9999,1,1,1,1
1252,2,1,1,0,1,1,0,0,9999,9999,9999,9999,9999,50.31,9999,9999,1,1,1,1
4894,2,1,0,1,0,1,1,1,9999,9999,9999,9999,9999,57.62,9999,74.92,1,1,1,1
1792,2,1,0,0,0,0,0,0,9999,9999,9999,9999,9999,61.75,9999,9999,1,1,1,1
1168,2,0,0,1,0,1,0,0,9999,9999,9999,9999,9999,42.48,9999,9999,0.67,0,0.89,0
1223,2,1,0,0,0,1,1,1,9999,9999,9999,9999,9999,73.7,9999,9999,1,1,1,1
6175,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,33.19,9999,9999,1,1,1,1
2581,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,80.83,9999,9999,0.33,0,0.78,0
3599,2,0,0,1,1,0,1,1,1,1,1,1,1,59.17,75.43,74.03,1,1,0.89,0
4500,2,0,0,0,0,0,0,0,0,0,0,0,0,49.73,9999,9999,9999,9999,9999,9999
1999,2,0,1,0,0,0,0,0,0,0,0,0,0,45.37,51.72,47.47,0.5,0,0.12,0
1872,2,0,0,0,0,0,0,1,1,1,1,1,1,43.63,53.67,55.34,1,1,0.89,0
6742,2,0,0,1,0,0,0,0,0,0,1,0,0,56.34,9999,9999,0,0,0,0
1232,2,0,0,1,0,0,0,1,1,0,0,1,1,69.53,89.68,94.53,0.67,0,0.22,0
2872,2,0,0,0,0,1,1,1,0,0,0,0,0,62.5,79.37,89.16,1,1,0.78,0
2864,2,0,0,0,0,0,0,0,0,1,1,1,1,60.55,77.41,87.93,1,1,0.89,0
3772,2,0,0,1,1,0,0,0,1,1,1,1,1,64.39,79.09,87.66,1,1,1,1
5860,2,0,0,0,0,0,0,0,0,0,0,0,0,42.48,9999,47.43,9999,9999,0.67,0
3661,2,0,0,0,0,0,0,0,1,1,0,1,0,36.58,9999,46.58,0,0,0.62,0
2658,2,0,1,0,0,0,0,0,1,0,0,0,0,39.12,41.3,9999,1,1,0.14,0
5784,2,0,1,1,0,1,0,1,1,1,0,0,1,62.57,82.85,86.5,0.67,0,0.78,0
3763,2,0,0,1,0,0,1,0,0,0,0,0,0,51.53,9999,80.12,0.33,0,0.78,0
3334,2,0,0,1,0,1,0,1,1,1,1,1,1,71.96,80.84,87.35,1,1,0.89,0
3480,2,0,0,1,0,1,0,1,1,0,1,0,1,60.83,72.99,74.92,1,1,1,1
5364,2,0,0,1,0,1,0,0,1,0,1,0,0,55.93,71.69,9999,0.33,0,0.78,0
1957,2,1,0,1,0,0,0,0,0,0,0,1,0,47.41,90.23,93.96,0.5,0,0.75,0
6933,2,0,0,1,1,1,1,0,0,0,0,0,0,68.27,83.06,94.53,0,0,0.62,0
4668,2,0,0,1,1,1,1,1,1,1,1,1,0,79.89,93.71,94.53,1,1,1,1
6268,2,0,0,1,0,0,0,1,1,9999,0,0,0,72.96,90.89,93.02,0.67,0,0.89,0
6838,2,0,0,1,1,1,1,1,0,0,0,0,0,58.28,9999,9999,1,1,1,1
1433,2,0,0,1,0,0,0,0,1,0,1,1,0,50.66,66.83,9999,1,1,0.14,0
4160,2,0,0,9999,0,0,0,0,1,0,0,0,0,44.14,9999,9999,0.67,0,0.8,0
6688,2,0,0,1,0,0,0,0,9999,9999,9999,9999,9999,41.99,9999,9999,9999,9999,9999,9999
5215,2,0,0,1,1,1,0,1,1,0,1,0,0,49.71,65.14,69.71,0.33,0,0.78,0
6781,2,0,0,1,0,1,0,1,1,1,1,1,1,72.94,90.87,95.17,1,1,1,1
1743,2,0,0,0,0,0,0,0,0,0,1,0,0,53.85,74.18,9999,1,1,0.78,0
4164,2,0,0,0,0,0,0,0,0,0,0,0,0,37.08,67.36,9999,1,1,1,1
6766,2,0,0,1,1,1,1,0,1,1,1,1,1,49.6,68.09,75.26,0.67,0,0.78,0
6171,2,0,0,1,0,1,1,1,1,1,1,1,1,63.52,91.84,82.13,1,1,1,1
1734,2,0,0,0,0,0,0,0,1,1,1,1,1,63.66,78.58,88.96,1,1,1,1
4719,2,1,0,1,0,1,1,0,0,0,0,1,0,65.56,81.33,9999,9999,9999,9999,9999
5199,2,1,0,1,0,0,1,1,1,1,1,1,1,57.31,71.83,78.72,0.33,0,0.33,0
2731,2,1,0,1,1,1,0,1,1,0,0,1,1,63.69,77.34,83.94,0.67,0,0.56,0
2313,2,1,0,0,0,0,0,0,1,0,0,0,0,56.41,78.65,78.53,0,0,0.56,0
2426,2,1,0,0,0,0,0,0,1,1,0,1,1,56.24,62.43,9999,0.33,0,0.22,0
1457,2,1,0,1,0,0,0,0,0,1,1,0,1,47.88,71.68,78.05,0.67,0,0.89,0
2597,2,1,0,1,0,0,0,1,1,0,0,0,0,46.57,56.48,62.09,0.5,0,0.88,0
2893,2,1,0,1,0,0,0,0,9999,9999,9999,9999,9999,57.07,9999,9999,9999,9999,9999,9999
1677,2,1,0,1,0,1,0,1,1,1,1,1,1,61.86,73.94,77.61,0.67,0,0.78,0
5089,2,1,0,1,1,1,1,1,1,0,0,0,0,73.13,91.57,89.69,0.67,0,0.33,0
1108,2,1,0,0,0,0,0,0,0,0,0,0,0,66.87,73.29,85.95,1,1,0.33,0
5973,2,1,0,1,0,0,0,0,0,0,0,0,0,60.49,80.46,9999,9999,9999,9999,9999
1641,2,1,0,0,0,0,0,0,0,0,0,0,0,59.04,9999,52.63,0.67,0,0.44,0
4217,2,1,0,1,1,0,0,0,0,1,0,1,0,60.76,78.86,83.69,0.5,0,0.62,0
6119,2,1,0,1,0,0,0,0,9999,9999,9999,9999,9999,45.68,9999,9999,0,0,0,0
3045,2,1,0,1,0,1,0,0,9999,9999,9999,9999,9999,58.16,9999,9999,9999,9999,9999,9999
3697,2,1,0,0,0,0,0,1,1,0,0,0,0,60.2,79.74,9999,1,1,1,1
1383,2,1,0,0,1,1,0,1,0,1,0,0,0,53.03,70.85,67.42,0.67,0,0.56,0
2921,2,1,1,0,0,0,0,0,1,1,1,1,1,38.57,60.83,9999,9999,9999,9999,9999
1748,2,1,0,1,0,9999,0,0,1,0,0,0,0,55.84,68.36,9999,0.33,0,0.33,0
4261,2,1,0,1,1,1,1,0,9999,9999,9999,9999,9999,36.38,9999,9999,9999,9999,9999,9999
5092,2,1,0,1,1,1,1,1,1,0,1,1,1,69.66,88.02,92.12,1,1,1,1
1225,2,0,0,1,0,0,0,1,1,0,0,0,0,64.49,76.77,84.86,1,1,0.89,0
4193,2,0,0,0,0,0,0,0,0,0,0,0,0,63.27,79.87,90.61,0.67,0,0.78,0
2928,2,0,0,0,1,0,1,1,0,1,1,0,1,66.21,88.23,9999,0,0,0,0
2957,2,0,0,0,1,0,0,1,1,1,1,1,1,72.03,67.78,89.75,0.67,0,0.78,0
5400,2,0,0,0,1,1,1,0,0,0,0,0,0,58.72,9999,9999,1,1,1,1
6131,2,0,1,0,0,0,0,1,9999,9999,9999,9999,9999,39.74,9999,9999,9999,9999,9999,9999
6622,2,0,9999,1,1,1,1,1,9999,9999,9999,9999,9999,34.57,9999,9999,9999,9999,9999,9999
1510,2,1,0,0,0,0,0,0,9999,9999,9999,9999,9999,42.72,9999,9999,9999,9999,9999,9999
1553,2,0,1,0,0,0,0,0,9999,9999,9999,9999,9999,31.76,9999,9999,9999,9999,9999,9999
5158,2,0,0,1,1,1,1,1,0,1,1,1,1,35.33,9999,9999,0.33,0,0.56,0
5267,2,0,1,1,0,1,1,0,1,1,1,1,1,58.42,9999,9999,9999,9999,9999,9999
1212,2,1,9999,0,0,0,1,0,1,1,1,1,1,44.54,42.64,60.47,1,1,0.75,0
4573,2,0,1,1,0,0,0,0,9999,9999,9999,9999,9999,38.52,9999,82.04,1,1,1,1
3282,2,1,0,0,0,0,0,0,0,1,1,0,0,55.16,73.68,9999,1,1,1,1
1345,2,1,1,1,0,9999,0,0,0,0,1,0,0,45.96,61.12,9999,9999,9999,9999,9999
6542,2,0,1,9999,0,0,0,0,9999,9999,9999,9999,9999,42.7,9999,9999,9999,9999,9999,9999
6686,2,0,0,1,1,1,1,1,1,0,1,1,0,54.42,77.07,9999,1,1,1,1
4810,2,0,0,1,0,1,0,0,9999,9999,9999,9999,9999,69.21,9999,9999,1,1,1,1
6079,2,0,0,0,1,1,1,1,1,1,1,1,1,63.21,75.46,84.32,0.67,0,0.33,0
1865,2,0,1,1,1,0,0,0,1,1,1,0,1,44.38,36.66,9999,1,1,1,1
4489,2,0,0,1,0,0,0,0,9999,9999,9999,9999,9999,54.68,9999,9999,1,1,1,1
6697,2,0,9999,1,1,1,1,1,1,1,1,1,1,31.14,54.6,9999,9999,9999,9999,9999
6022,2,0,9999,0,0,0,0,0,0,9999,0,9999,1,30.44,43.99,9999,1,1,1,1
6249,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,31.13,9999,9999,9999,9999,9999,9999
4682,2,1,9999,0,0,1,1,1,9999,9999,9999,9999,9999,41.42,9999,9999,9999,9999,9999,9999
3810,2,1,1,1,1,1,1,0,9999,9999,9999,9999,9999,60.02,9999,9999,9999,9999,9999,9999
5306,2,0,9999,1,0,0,1,0,9999,9999,9999,9999,9999,47.51,9999,9999,9999,9999,9999,9999
6745,2,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,37.18,9999,9999,9999,9999,9999,9999
4024,2,0,1,0,9999,0,0,0,0,0,0,0,0,50.82,9999,9999,1,1,1,1
1257,2,0,0,0,1,0,0,0,9999,9999,9999,9999,9999,59.02,9999,9999,9999,9999,9999,9999
4471,2,1,1,0,0,0,0,0,9999,9999,9999,9999,9999,50.07,9999,9999,9999,9999,9999,9999
4263,2,0,1,0,1,1,1,1,9999,9999,9999,9999,9999,37.79,9999,9999,1,1,1,1
6669,2,1,1,0,1,0,0,0,9999,9999,9999,9999,9999,46.12,9999,9999,9999,9999,9999,9999
2116,2,1,0,0,0,0,0,0,9999,9999,9999,9999,9999,47.87,9999,9999,9999,9999,9999,9999
6618,2,0,0,1,0,0,0,0,1,0,0,0,0,64.45,72.6,69.37,0.67,0,0.78,0
4308,2,1,9999,0,0,0,0,0,1,1,1,1,1,52.29,64.67,9999,1,1,0.89,0
1494,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,47.3,9999,9999,9999,9999,9999,9999
3753,2,0,9999,1,0,0,0,0,9999,9999,9999,9999,9999,50.73,9999,9999,9999,9999,9999,9999
4520,2,0,9999,1,0,1,1,1,9999,9999,9999,9999,9999,61.48,9999,9999,0,0,0,0
1209,2,1,9999,0,1,0,1,0,9999,9999,9999,9999,9999,68.84,9999,9999,1,1,1,1
5189,2,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,36.45,9999,9999,9999,9999,9999,9999
3138,2,1,0,1,1,1,1,1,1,0,1,0,1,66.47,77.42,87.16,0.67,0,0.56,0
5543,2,1,0,1,1,1,1,1,0,0,0,0,0,46.63,45.43,9999,1,1,1,1
3365,2,1,0,0,0,0,0,0,9999,9999,9999,9999,9999,50.16,9999,9999,9999,9999,9999,9999
6205,2,1,0,1,1,0,0,0,1,0,0,1,0,45.3,9999,9999,0,0,0.25,0
5844,2,1,9999,1,1,1,1,1,9999,9999,9999,9999,9999,62.54,9999,9999,1,1,1,1
1228,2,1,9999,0,0,0,0,0,9999,9999,9999,9999,9999,40.91,9999,9999,9999,9999,9999,9999
1002,2,0,1,1,1,1,1,1,1,1,1,0,0,9999,49.5,9999,9999,9999,9999,9999
6703,2,1,0,1,1,1,1,1,9999,9999,9999,9999,9999,36.8,9999,9999,9999,9999,9999,9999
1270,2,0,9999,0,0,0,0,0,9999,9999,9999,9999,9999,39.18,9999,9999,9999,9999,9999,9999
6939,2,1,9999,1,1,1,0,1,9999,9999,9999,9999,9999,51.52,9999,9999,9999,9999,9999,9999
1962,2,1,0,0,0,0,0,0,1,1,1,1,1,64.45,72.44,9999,9999,9999,9999,9999
1590,2,0,9999,0,0,0,0,1,9999,9999,9999,9999,9999,46.03,9999,9999,9999,9999,9999,9999
2095,2,0,1,0,0,0,1,1,9999,9999,9999,9999,9999,40.96,9999,9999,9999,9999,9999,9999
5492,2,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,49.95,9999,9999,9999,9999,9999,9999
6266,2,1,1,0,0,0,0,0,1,1,1,1,1,29.16,52.58,9999,0,0,0,0
6098,2,1,0,0,0,1,1,0,1,1,1,0,1,70.29,82.89,91.82,1,1,0.89,0
3363,2,0,9999,1,0,0,0,1,9999,9999,9999,9999,9999,46.64,9999,9999,9999,9999,9999,9999
4636,2,1,1,1,0,0,0,0,1,0,0,0,1,44.6,41.8,39.15,1,1,1,1
2839,2,1,1,1,0,1,1,1,9999,9999,9999,9999,9999,64.12,9999,9999,1,1,0.78,0
3099,2,0,0,1,1,1,1,1,1,1,1,1,1,34.47,53.57,9999,1,1,1,1
6470,2,1,0,0,0,0,0,0,0,0,0,0,0,59.84,69.67,79.27,1,1,1,1
1029,2,1,9999,0,0,0,0,0,0,0,0,0,0,44.31,47.93,51.42,0,0,0.38,0
2926,2,1,1,1,0,0,0,0,1,0,0,0,0,61.89,76.11,9999,1,1,1,1
6072,2,1,0,0,0,0,0,0,9999,9999,9999,9999,9999,36.9,9999,9999,0,0,0,0
1173,2,0,0,1,1,1,1,1,1,1,1,1,1,54.6,67.17,66.01,1,1,1,1
3185,2,0,0,0,0,0,0,0,1,0,1,1,1,62.23,77.35,85.54,1,1,0.89,0
3853,2,0,9999,1,0,0,1,1,1,0,1,0,0,57.74,9999,57.51,1,1,1,1
1746,2,1,1,1,0,1,1,1,9999,9999,9999,9999,9999,49.65,9999,9999,0.33,0,0.67,0
2866,2,0,0,1,1,1,1,1,1,0,1,0,1,58.33,76.5,86.06,1,1,1,1
5590,2,0,0,1,0,0,1,1,1,0,1,0,0,66.62,76.88,73.16,1,1,0.89,0
1287,2,0,0,1,1,1,0,1,1,9999,1,1,1,61.89,66.47,79.21,0.67,0,0.89,0
3242,2,1,9999,0,1,0,0,0,1,1,0,1,0,42.61,69.51,68.69,0.5,0,0.5,0
1716,2,0,0,1,0,1,1,1,1,1,1,0,0,59.58,79.72,81.2,1,1,0.89,0
6155,2,0,1,1,1,1,0,0,9999,9999,9999,9999,9999,59.63,9999,9999,9999,9999,9999,9999
1284,2,0,0,1,0,1,1,1,1,1,9999,1,1,54.28,65.76,9999,1,1,1,1
2077,2,0,0,1,1,0,1,1,1,1,1,1,1,52.87,57.95,9999,9999,9999,9999,9999
5948,2,1,0,1,1,1,0,1,1,1,1,0,1,58.39,72.68,76.65,0.33,0,0.56,0
6628,2,0,0,1,0,0,1,1,0,0,0,0,0,63.78,80.16,9999,0.5,0,0.88,0
6701,2,1,1,0,0,0,1,0,1,1,1,1,1,46.96,58.18,66.74,0.33,0,0.38,0
6845,2,0,0,1,1,0,0,1,1,0,0,0,0,46.32,56.85,9999,1,1,1,1
5124,2,1,0,0,0,0,1,0,0,0,0,0,0,62.26,71.15,9999,1,1,1,1
5517,2,0,0,1,1,1,0,0,0,0,0,1,0,58.65,69.99,72.05,0.67,0,0.56,0
3852,2,0,0,0,0,1,0,0,0,0,1,0,0,47.19,60.89,69.73,1,1,1,1
5869,2,1,9999,0,0,0,0,0,1,0,0,1,1,51.1,51.18,59.02,0.33,0,0.78,0
1354,2,1,0,0,1,1,1,0,1,1,9999,1,1,55.43,72.06,79.76,1,1,1,1
5378,2,0,0,1,1,1,0,1,0,0,0,0,0,37.82,46.67,57.15,0.33,0,0.11,0
3813,2,0,0,0,0,0,1,1,1,0,0,0,0,51.02,64.26,9999,0.67,0,0.89,0
2783,2,1,1,1,0,0,0,0,1,0,1,1,1,30.65,9999,47.06,0.33,0,0.22,0
3751,2,0,1,1,1,1,1,1,1,1,1,1,1,59.33,68.18,73.51,1,1,0.89,0
5382,2,0,1,1,1,1,1,1,9999,9999,9999,9999,9999,52.32,9999,9999,1,1,1,1
6345,2,1,0,0,0,0,0,1,1,1,0,0,1,50.11,65.41,9999,0,0,0,0
